Order Date,Region,Category,Sub-Category,Customer Name,Quantity,Sales,Discount,Profit
2023-12-17,South,Office Supplies,Art,Customer 27,8,13.33,0.2,4.68
2023-02-16,South,Furniture,Chairs,Customer 62,12,851.56,0.1,196.13
2024-12-06,West,Technology,Phones,Customer 57,3,510.84,0.0,101.13
2024-12-18,West,Technology,Phones,Customer 37,11,784.5,0.15,21.64
2023-07-13,South,Technology,Phones,Customer 46,6,952.75,0.0,138.66
2023-05-09,Central,Furniture,Furnishings,Customer 17,11,773.39,0.1,-9.38
2023-05-31,Central,Office Supplies,Binders,Customer 99,13,277.93,0.1,-33.25
2024-01-15,East,Technology,Copiers,Customer 108,6,330.9,0.15,-41.93
2024-09-18,Central,Office Supplies,Paper,Customer 51,3,32.09,0.0,2.67
2023-12-22,West,Office Supplies,Binders,Customer 3,4,36.16,0.4,3.21
2024-06-28,Central,Office Supplies,Art,Customer 12,5,43.21,0.2,6.6
2023-04-19,West,Office Supplies,Binders,Customer 119,1,10.21,0.2,-1.25
2024-01-16,East,Furniture,Tables,Customer 70,1,48.57,0.15,-6.95
2024-08-01,East,Office Supplies,Paper,Customer 95,4,64.32,0.2,-10.01
2023-09-24,Central,Office Supplies,Paper,Customer 27,10,118.08,0.1,2.4
2023-02-10,Central,Furniture,Chairs,Customer 83,3,358.53,0.3,-0.07
2023-05-12,East,Office Supplies,Storage,Customer 33,1,1.67,0.0,0.08
2024-06-11,East,Furniture,Furnishings,Customer 71,2,140.15,0.0,13.87
2024-03-11,West,Technology,Phones,Customer 56,7,954.09,0.3,-0.9
2023-08-05,West,Technology,Accessories,Customer 89,11,2075.38,0.4,-102.37
2023-06-16,Central,Office Supplies,Storage,Customer 72,1,4.84,0.3,-0.46
2023-04-22,South,Office Supplies,Binders,Customer 120,3,17.14,0.0,3.06
2024-10-24,West,Furniture,Bookcases,Customer 29,6,100.33,0.0,18.9
2023-08-04,West,Technology,Phones,Customer 7,4,217.31,0.1,56.32
2023-02-10,Central,Furniture,Tables,Customer 49,10,622.31,0.0,257.87
2023-10-01,West,Office Supplies,Storage,Customer 105,13,238.96,0.2,-34.38
2024-02-22,West,Technology,Phones,Customer 55,8,1049.55,0.1,266.04
2023-05-23,South,Office Supplies,Binders,Customer 52,1,15.49,0.0,4.69
2024-06-16,West,Technology,Copiers,Customer 81,8,698.16,0.2,143.94
2023-11-10,West,Office Supplies,Storage,Customer 8,7,49.36,0.0,6.68
2024-11-24,East,Furniture,Bookcases,Customer 56,7,370.09,0.1,103.84
2024-07-16,East,Technology,Accessories,Customer 70,5,200.88,0.0,53.82
2024-12-15,South,Office Supplies,Storage,Customer 103,6,61.61,0.3,-0.6
2023-09-20,West,Technology,Accessories,Customer 101,9,1164.83,0.15,84.86
2024-05-15,South,Office Supplies,Labels,Customer 9,12,139.05,0.1,13.92
2024-10-24,East,Technology,Machines,Customer 51,8,594.46,0.0,90.38
2023-05-08,Central,Office Supplies,Binders,Customer 35,6,94.84,0.15,23.09
2024-01-29,East,Furniture,Furnishings,Customer 30,8,490.14,0.2,38.6
2024-09-15,West,Office Supplies,Paper,Customer 55,5,72.87,0.3,-1.88
2024-03-31,West,Furniture,Bookcases,Customer 100,12,774.88,0.1,115.85
2024-01-15,Central,Technology,Phones,Customer 23,6,287.38,0.4,-34.66
2023-02-28,South,Office Supplies,Labels,Customer 9,11,146.63,0.0,7.01
2024-10-27,East,Technology,Copiers,Customer 50,13,2348.2,0.15,-174.28
2024-08-10,West,Office Supplies,Labels,Customer 35,9,133.72,0.0,-17.6
2024-04-24,East,Office Supplies,Binders,Customer 48,10,16.67,0.2,-1.0
2024-10-12,Central,Office Supplies,Binders,Customer 24,11,134.1,0.2,-9.33
2024-09-16,East,Furniture,Furnishings,Customer 44,8,623.94,0.0,151.86
2023-02-05,East,Office Supplies,Art,Customer 8,6,59.72,0.0,9.37
2024-09-05,West,Office Supplies,Art,Customer 82,6,57.52,0.0,14.25
2023-04-03,South,Office Supplies,Labels,Customer 76,7,85.68,0.0,-10.92
2024-02-13,East,Furniture,Bookcases,Customer 72,9,440.99,0.0,12.04
2024-07-15,West,Office Supplies,Labels,Customer 104,6,131.76,0.0,15.53
2023-04-04,Central,Office Supplies,Art,Customer 118,5,44.58,0.15,6.3
2024-03-19,South,Office Supplies,Storage,Customer 51,3,37.75,0.0,9.06
2023-09-01,South,Office Supplies,Art,Customer 39,12,238.56,0.0,91.85
2024-07-29,Central,Office Supplies,Storage,Customer 14,2,13.14,0.1,2.07
2024-09-08,South,Technology,Phones,Customer 76,12,705.12,0.0,137.21
2024-10-21,West,Office Supplies,Labels,Customer 70,7,119.92,0.1,6.2
2023-01-13,Central,Technology,Copiers,Customer 75,11,1577.54,0.1,618.56
2023-05-08,East,Furniture,Furnishings,Customer 10,1,15.79,0.3,4.36
2024-06-24,East,Office Supplies,Binders,Customer 99,7,57.42,0.3,-6.98
2023-07-18,East,Office Supplies,Art,Customer 117,11,154.53,0.4,25.1
2023-05-03,East,Technology,Phones,Customer 17,1,94.01,0.15,-11.28
2023-06-08,East,Technology,Phones,Customer 108,12,2406.69,0.15,771.13
2023-03-05,West,Office Supplies,Binders,Customer 84,12,20.0,0.0,0.56
2024-12-24,South,Furniture,Furnishings,Customer 38,6,334.52,0.4,-36.82
2023-01-08,West,Office Supplies,Binders,Customer 32,2,27.39,0.0,5.37
2024-04-13,West,Furniture,Chairs,Customer 19,7,290.84,0.0,12.45
2023-11-25,East,Technology,Phones,Customer 22,12,853.55,0.2,23.78
2023-05-06,East,Furniture,Chairs,Customer 52,11,663.57,0.15,-23.3
2023-01-01,East,Technology,Accessories,Customer 87,9,694.15,0.0,121.14
2024-04-20,East,Office Supplies,Art,Customer 116,6,62.01,0.1,17.03
2023-10-15,West,Technology,Machines,Customer 67,4,80.81,0.1,7.57
2024-03-26,South,Office Supplies,Art,Customer 57,7,160.98,0.1,46.68
2024-04-15,East,Office Supplies,Storage,Customer 3,13,69.86,0.0,17.36
2024-06-30,West,Technology,Machines,Customer 38,8,167.02,0.3,-14.08
2024-12-03,East,Office Supplies,Binders,Customer 90,12,73.78,0.0,34.0
2024-05-15,Central,Office Supplies,Paper,Customer 80,4,71.25,0.15,8.63
2023-07-07,South,Office Supplies,Paper,Customer 111,8,102.41,0.1,24.15
2024-04-30,Central,Office Supplies,Art,Customer 26,13,122.52,0.0,13.01
2023-07-30,West,Office Supplies,Storage,Customer 65,4,72.89,0.0,16.08
2024-03-30,Central,Furniture,Furnishings,Customer 88,4,350.5,0.2,89.91
2023-08-09,East,Office Supplies,Labels,Customer 17,1,3.0,0.15,0.28
2024-08-16,East,Office Supplies,Labels,Customer 95,2,22.34,0.0,6.23
2023-07-22,East,Furniture,Chairs,Customer 22,2,101.67,0.4,-26.96
2024-09-06,East,Technology,Copiers,Customer 75,12,1112.17,0.0,241.16
2023-04-09,West,Office Supplies,Binders,Customer 16,4,40.01,0.15,5.35
2024-05-29,West,Office Supplies,Paper,Customer 32,7,16.19,0.2,0.41
2024-05-17,East,Office Supplies,Binders,Customer 10,11,18.33,0.0,3.23
2023-06-21,Central,Office Supplies,Labels,Customer 26,12,73.45,0.15,-5.18
2024-04-15,South,Technology,Copiers,Customer 108,7,762.47,0.3,45.04
2024-12-27,East,Furniture,Tables,Customer 116,9,637.02,0.2,71.3
2024-02-13,Central,Technology,Copiers,Customer 90,13,45.97,0.3,5.37
2024-12-07,East,Technology,Accessories,Customer 1,11,1247.16,0.2,143.8
2024-06-16,West,Technology,Machines,Customer 106,13,1524.64,0.3,-181.22
2023-10-05,South,Furniture,Furnishings,Customer 26,1,31.25,0.0,12.41
2023-11-24,East,Technology,Accessories,Customer 69,12,1834.06,0.1,154.09
2024-01-15,Central,Technology,Machines,Customer 101,10,183.64,0.15,20.03
2024-03-18,Central,Office Supplies,Binders,Customer 77,9,158.54,0.2,35.87
2023-09-30,Central,Technology,Accessories,Customer 30,13,1880.22,0.1,482.51
2024-05-22,Central,Technology,Phones,Customer 9,2,86.57,0.2,20.81
2024-01-05,West,Office Supplies,Storage,Customer 70,5,113.15,0.0,11.52
2024-05-27,South,Office Supplies,Paper,Customer 79,7,52.54,0.0,6.56
2024-12-26,Central,Office Supplies,Paper,Customer 13,1,9.77,0.0,3.14
2023-09-01,West,Office Supplies,Storage,Customer 16,9,23.32,0.2,-2.25
2023-08-12,East,Furniture,Chairs,Customer 79,1,50.23,0.0,2.65
2024-06-13,South,Office Supplies,Paper,Customer 28,2,48.59,0.0,19.28
2023-12-24,South,Technology,Accessories,Customer 35,3,280.77,0.2,7.3
2024-06-24,South,Furniture,Bookcases,Customer 83,9,741.45,0.0,211.32
2024-11-14,West,Furniture,Furnishings,Customer 107,9,526.43,0.0,220.88
2023-01-01,South,Office Supplies,Art,Customer 22,8,56.41,0.2,3.79
2024-12-23,Central,Technology,Phones,Customer 66,9,1005.66,0.3,-30.17
2024-11-30,East,Office Supplies,Binders,Customer 63,12,122.72,0.1,18.91
2024-04-03,Central,Office Supplies,Paper,Customer 105,3,25.45,0.0,10.78
2024-01-22,South,Office Supplies,Storage,Customer 82,2,40.75,0.2,-0.64
2023-01-28,West,Technology,Phones,Customer 36,3,514.61,0.0,216.5
2024-07-28,Central,Office Supplies,Paper,Customer 11,9,170.8,0.2,45.68
2024-12-21,West,Technology,Accessories,Customer 114,11,1018.15,0.0,226.56
2023-05-22,Central,Office Supplies,Art,Customer 86,6,82.57,0.15,13.94
2023-08-30,South,Technology,Machines,Customer 6,3,452.79,0.0,79.61
2023-09-26,Central,Technology,Accessories,Customer 21,5,631.39,0.0,-21.28
2023-06-23,Central,Technology,Machines,Customer 21,6,429.31,0.4,-233.46
2024-05-28,West,Furniture,Bookcases,Customer 22,3,219.79,0.3,-24.12
2023-10-06,Central,Office Supplies,Labels,Customer 12,5,46.93,0.0,5.7
2024-03-03,South,Office Supplies,Paper,Customer 34,5,88.25,0.0,11.8
2023-06-05,South,Office Supplies,Paper,Customer 95,11,144.05,0.0,25.95
2024-02-03,South,Office Supplies,Binders,Customer 55,11,82.73,0.3,-8.15
2024-12-02,Central,Office Supplies,Labels,Customer 96,4,7.22,0.0,1.17
2023-12-12,South,Office Supplies,Labels,Customer 39,3,14.63,0.4,-1.42
2024-03-03,West,Furniture,Bookcases,Customer 109,11,1001.72,0.1,34.78
2024-11-25,East,Furniture,Chairs,Customer 70,8,274.82,0.2,31.78
2023-05-13,South,Office Supplies,Art,Customer 34,9,71.77,0.2,-7.74
2024-02-10,East,Technology,Accessories,Customer 115,5,335.38,0.3,22.43
2024-12-28,West,Office Supplies,Paper,Customer 58,9,33.57,0.1,3.42
2024-06-27,West,Technology,Accessories,Customer 18,3,394.19,0.15,73.32
2023-07-20,South,Office Supplies,Paper,Customer 61,1,7.69,0.0,1.14
2024-10-16,West,Office Supplies,Paper,Customer 108,6,140.14,0.1,41.46
2024-09-25,West,Office Supplies,Art,Customer 62,2,3.33,0.15,1.02
2023-02-09,Central,Office Supplies,Storage,Customer 44,11,30.91,0.4,-11.39
2023-03-11,Central,Technology,Accessories,Customer 60,10,1374.37,0.0,413.89
2023-06-19,East,Furniture,Furnishings,Customer 74,3,143.78,0.15,9.29
2023-07-24,South,Office Supplies,Labels,Customer 89,10,72.36,0.1,19.4
2024-08-21,South,Office Supplies,Paper,Customer 66,9,85.82,0.0,-5.11
2023-10-03,South,Furniture,Bookcases,Customer 91,7,345.92,0.3,9.62
2023-06-14,East,Office Supplies,Paper,Customer 38,6,107.65,0.0,1.19
2024-02-04,West,Office Supplies,Art,Customer 54,8,92.0,0.3,3.14
2023-07-15,Central,Technology,Accessories,Customer 102,3,369.9,0.0,147.75
2023-03-13,Central,Furniture,Bookcases,Customer 86,8,467.23,0.4,-44.09
2024-04-01,West,Office Supplies,Labels,Customer 64,6,88.59,0.4,9.78
2023-02-01,Central,Technology,Phones,Customer 6,4,112.0,0.15,32.92
2023-05-30,West,Office Supplies,Art,Customer 25,7,62.1,0.15,5.48
2023-08-08,East,Office Supplies,Binders,Customer 100,4,33.36,0.15,6.96
2023-04-09,Central,Technology,Phones,Customer 70,7,1082.53,0.0,98.38
2023-11-26,Central,Office Supplies,Binders,Customer 12,7,123.67,0.15,-12.06
2024-07-09,West,Office Supplies,Art,Customer 3,6,72.73,0.1,11.26
2024-12-24,Central,Technology,Machines,Customer 115,4,293.17,0.15,36.52
2023-02-23,Central,Furniture,Furnishings,Customer 116,3,5.0,0.0,0.15
2024-09-05,South,Technology,Copiers,Customer 3,7,719.12,0.2,87.03
2023-05-03,Central,Office Supplies,Art,Customer 29,2,22.81,0.0,4.33
2023-02-16,West,Furniture,Tables,Customer 93,3,185.02,0.1,24.48
2023-05-21,West,Technology,Machines,Customer 81,3,382.28,0.15,50.52
2023-10-16,South,Technology,Machines,Customer 4,12,1726.68,0.0,-36.66
2024-03-18,East,Office Supplies,Labels,Customer 2,6,82.42,0.0,12.6
2023-07-16,Central,Technology,Machines,Customer 62,1,109.21,0.0,33.75
2023-01-06,West,Technology,Machines,Customer 60,6,219.03,0.2,-1.34
2023-03-25,South,Furniture,Bookcases,Customer 44,9,608.19,0.1,114.11
2024-09-03,West,Office Supplies,Paper,Customer 29,12,130.65,0.15,-10.86
2024-12-05,Central,Office Supplies,Paper,Customer 72,5,9.73,0.0,1.69
2023-10-25,Central,Office Supplies,Binders,Customer 47,7,59.63,0.15,0.68
2023-12-24,East,Office Supplies,Art,Customer 59,7,11.67,0.0,1.12
2024-07-26,East,Office Supplies,Art,Customer 33,8,91.76,0.0,8.31
2023-10-26,South,Office Supplies,Art,Customer 14,11,143.48,0.1,0.0
2024-07-24,South,Office Supplies,Art,Customer 25,4,6.67,0.2,-0.94
2023-12-09,South,Furniture,Chairs,Customer 86,13,561.3,0.1,135.91
2024-02-02,West,Technology,Machines,Customer 6,12,2640.11,0.4,59.6
2023-12-01,Central,Furniture,Chairs,Customer 115,11,18.33,0.2,4.89
2023-12-28,West,Furniture,Furnishings,Customer 93,7,536.81,0.2,63.78
2023-01-29,South,Office Supplies,Binders,Customer 32,2,35.03,0.0,1.27
2023-05-08,Central,Furniture,Furnishings,Customer 46,4,6.67,0.4,0.36
2023-01-24,Central,Office Supplies,Paper,Customer 6,6,151.1,0.0,69.62
2024-10-05,Central,Office Supplies,Storage,Customer 10,9,118.75,0.2,-10.04
2023-03-29,West,Office Supplies,Binders,Customer 43,10,124.18,0.0,31.4
2023-03-13,East,Office Supplies,Art,Customer 74,8,129.76,0.0,41.05
2024-01-08,East,Office Supplies,Storage,Customer 107,10,79.04,0.3,-1.43
2023-11-20,West,Furniture,Tables,Customer 53,4,379.72,0.2,-4.87
2023-04-01,West,Office Supplies,Paper,Customer 94,3,38.51,0.1,7.68
2023-11-17,Central,Technology,Phones,Customer 4,10,137.55,0.15,10.62
2023-08-21,West,Office Supplies,Paper,Customer 50,2,26.01,0.4,-10.71
2024-07-15,West,Office Supplies,Binders,Customer 93,10,142.54,0.0,-26.73
2024-06-28,West,Office Supplies,Storage,Customer 67,3,5.0,0.1,0.35
2023-06-08,Central,Technology,Accessories,Customer 17,7,1011.03,0.4,-65.71
2023-09-07,Central,Office Supplies,Storage,Customer 32,5,74.09,0.0,16.46
2024-07-02,Central,Office Supplies,Art,Customer 95,7,89.93,0.15,3.19
2024-04-24,West,Office Supplies,Art,Customer 117,2,11.72,0.1,1.51
2023-03-31,South,Furniture,Chairs,Customer 96,9,769.99,0.0,190.38
2023-06-30,West,Office Supplies,Labels,Customer 83,12,20.0,0.0,2.39
2024-06-26,West,Office Supplies,Art,Customer 95,6,18.89,0.2,1.69
2024-12-17,Central,Office Supplies,Paper,Customer 31,10,113.69,0.3,8.42
2023-04-11,Central,Office Supplies,Binders,Customer 47,10,157.93,0.15,19.47
2023-01-01,Central,Office Supplies,Paper,Customer 25,8,107.76,0.15,27.65
2024-01-19,South,Office Supplies,Storage,Customer 1,1,5.74,0.2,-2.2
2023-08-12,Central,Technology,Accessories,Customer 38,12,1660.32,0.3,80.98
2023-03-31,East,Office Supplies,Binders,Customer 36,12,159.42,0.2,-1.28
2024-08-08,West,Technology,Machines,Customer 34,7,1737.99,0.0,160.14
2024-09-25,West,Technology,Accessories,Customer 37,13,2627.14,0.0,122.0
2024-10-10,South,Technology,Phones,Customer 25,13,1957.61,0.1,-65.41
2024-07-07,South,Furniture,Bookcases,Customer 91,3,250.06,0.2,13.66
2023-06-23,East,Office Supplies,Labels,Customer 73,13,144.43,0.0,15.0
2024-10-09,West,Office Supplies,Paper,Customer 5,1,2.72,0.0,0.48
2023-05-18,South,Office Supplies,Binders,Customer 24,6,131.07,0.0,7.19
2023-07-12,Central,Office Supplies,Paper,Customer 77,8,98.59,0.15,13.93
2023-09-15,Central,Office Supplies,Paper,Customer 105,3,32.02,0.15,3.75
2024-05-25,South,Office Supplies,Labels,Customer 64,12,179.33,0.3,-27.06
2024-11-16,South,Office Supplies,Labels,Customer 118,7,68.6,0.3,2.08
2024-10-17,South,Furniture,Chairs,Customer 50,7,99.51,0.15,26.18
2023-11-28,East,Furniture,Furnishings,Customer 119,12,1153.55,0.1,182.51
2024-12-18,West,Office Supplies,Paper,Customer 92,3,56.1,0.4,-7.15
2024-04-19,South,Office Supplies,Labels,Customer 35,10,102.26,0.15,-26.57
2024-07-27,West,Furniture,Bookcases,Customer 116,6,422.19,0.3,178.53
2023-06-07,East,Furniture,Furnishings,Customer 88,11,1032.49,0.15,73.19
2023-01-07,Central,Office Supplies,Paper,Customer 47,4,31.53,0.2,6.62
2024-03-12,Central,Technology,Accessories,Customer 24,6,1096.36,0.1,198.51
2023-12-18,Central,Office Supplies,Art,Customer 17,2,3.33,0.15,0.96
2024-05-25,Central,Office Supplies,Labels,Customer 32,11,119.3,0.0,28.15
2023-06-04,West,Office Supplies,Paper,Customer 86,2,20.01,0.1,-0.96
2024-05-15,West,Office Supplies,Binders,Customer 72,4,56.2,0.0,-1.67
2023-11-03,Central,Furniture,Bookcases,Customer 62,13,597.15,0.1,-93.85
2023-09-10,South,Technology,Phones,Customer 1,10,1545.32,0.1,-13.0
2024-12-18,West,Furniture,Chairs,Customer 82,7,114.6,0.3,-2.36
2024-09-17,Central,Furniture,Tables,Customer 120,4,253.44,0.0,68.42
2024-06-20,West,Furniture,Tables,Customer 115,8,694.3,0.3,69.85
2023-09-28,West,Office Supplies,Labels,Customer 41,9,66.78,0.2,14.43
2023-07-21,West,Office Supplies,Labels,Customer 12,7,93.44,0.1,-0.93
2024-01-11,South,Technology,Accessories,Customer 71,10,674.45,0.0,28.51
2023-03-25,Central,Furniture,Chairs,Customer 29,7,327.58,0.15,15.19
2023-12-28,Central,Technology,Phones,Customer 26,5,828.91,0.3,63.13
2024-08-05,East,Office Supplies,Paper,Customer 45,7,85.15,0.2,4.37
2024-09-23,South,Office Supplies,Storage,Customer 79,1,9.76,0.2,-0.34
2023-12-06,East,Technology,Copiers,Customer 13,1,189.27,0.0,50.49
2024-10-24,Central,Office Supplies,Binders,Customer 55,9,130.96,0.2,-2.4
2024-02-24,South,Furniture,Bookcases,Customer 99,4,352.55,0.15,67.76
2024-02-26,East,Office Supplies,Paper,Customer 81,3,26.81,0.3,-5.08
2024-09-20,South,Furniture,Furnishings,Customer 64,1,37.15,0.0,2.71
2023-10-06,South,Office Supplies,Binders,Customer 7,3,32.69,0.15,5.78
2024-11-03,West,Office Supplies,Labels,Customer 52,12,43.79,0.1,3.47
2023-03-20,South,Office Supplies,Paper,Customer 43,2,26.65,0.0,12.6
2024-11-01,Central,Furniture,Furnishings,Customer 84,2,174.62,0.0,11.09
2024-07-26,West,Furniture,Furnishings,Customer 53,7,203.34,0.0,53.52
2024-05-06,East,Furniture,Furnishings,Customer 54,3,289.84,0.15,-12.85
2024-05-24,East,Office Supplies,Binders,Customer 73,6,114.54,0.2,-5.02
2023-07-11,West,Technology,Phones,Customer 65,8,469.37,0.0,132.76
2024-10-16,West,Office Supplies,Storage,Customer 49,9,146.0,0.15,40.23
2024-11-07,East,Office Supplies,Storage,Customer 11,13,94.8,0.0,0.29
2023-11-25,Central,Technology,Accessories,Customer 1,8,1077.66,0.15,-48.46
2023-07-25,East,Technology,Copiers,Customer 33,11,1882.72,0.4,-552.84
2023-11-29,West,Office Supplies,Binders,Customer 51,8,61.2,0.0,2.01
2023-10-01,East,Office Supplies,Labels,Customer 81,5,8.33,0.15,1.63
2023-08-31,Central,Office Supplies,Binders,Customer 25,3,52.2,0.0,19.47
2023-02-24,Central,Office Supplies,Labels,Customer 39,6,87.15,0.2,-14.87
2023-11-17,Central,Technology,Phones,Customer 85,12,1915.64,0.0,-73.16
2023-09-14,South,Technology,Copiers,Customer 80,3,363.6,0.1,40.93
2024-10-31,West,Office Supplies,Paper,Customer 17,1,7.2,0.0,1.09
2024-01-02,Central,Technology,Machines,Customer 26,6,528.77,0.1,-38.03
2024-07-19,Central,Office Supplies,Storage,Customer 13,3,30.86,0.3,3.62
2023-06-06,South,Technology,Copiers,Customer 47,8,590.33,0.0,48.38
2023-03-31,East,Furniture,Chairs,Customer 29,11,436.31,0.0,68.68
2024-06-16,Central,Technology,Copiers,Customer 109,13,1305.78,0.0,434.57
2024-09-20,West,Office Supplies,Art,Customer 113,1,8.17,0.4,-1.02
2023-04-03,Central,Furniture,Chairs,Customer 69,5,346.0,0.1,81.1
2023-08-05,Central,Office Supplies,Labels,Customer 21,10,122.87,0.0,34.56
2023-03-12,South,Office Supplies,Binders,Customer 20,13,171.09,0.0,-15.85
2024-06-12,Central,Technology,Copiers,Customer 18,5,432.29,0.4,35.51
2023-10-12,East,Office Supplies,Labels,Customer 26,5,112.19,0.0,43.74
2023-12-01,East,Office Supplies,Binders,Customer 26,1,14.95,0.3,-2.68
2024-08-11,South,Technology,Phones,Customer 90,12,2117.73,0.15,-21.98
2023-04-06,East,Furniture,Tables,Customer 65,10,1117.0,0.3,37.53
2024-01-18,South,Office Supplies,Storage,Customer 110,8,107.06,0.15,-0.64
2024-07-06,South,Office Supplies,Art,Customer 30,8,91.53,0.15,13.09
2023-04-20,South,Furniture,Chairs,Customer 10,12,1002.8,0.1,17.62
2023-05-02,South,Technology,Copiers,Customer 100,3,113.21,0.0,41.51
2024-11-01,West,Furniture,Chairs,Customer 99,11,1060.85,0.0,312.3
2024-08-13,East,Office Supplies,Labels,Customer 76,12,206.86,0.2,4.5
2024-11-19,South,Furniture,Tables,Customer 55,12,873.61,0.2,189.17
2023-09-07,East,Office Supplies,Storage,Customer 83,13,154.39,0.3,-8.24
2023-10-09,East,Office Supplies,Binders,Customer 76,7,82.53,0.0,-1.19
2023-05-22,West,Furniture,Chairs,Customer 29,3,301.11,0.1,30.91
2023-05-09,Central,Furniture,Chairs,Customer 119,5,242.84,0.2,20.66
2024-07-31,Central,Furniture,Furnishings,Customer 46,7,366.18,0.1,0.88
2024-02-07,East,Office Supplies,Art,Customer 21,9,207.78,0.15,25.46
2024-06-03,South,Office Supplies,Labels,Customer 40,2,34.89,0.15,4.62
2024-01-12,West,Technology,Phones,Customer 107,13,21.67,0.2,4.52
2023-09-21,West,Office Supplies,Paper,Customer 91,5,115.08,0.0,18.68
2024-05-13,Central,Technology,Accessories,Customer 44,11,656.6,0.4,-14.45
2024-03-10,East,Office Supplies,Binders,Customer 78,4,39.2,0.1,9.41
2024-09-22,Central,Office Supplies,Paper,Customer 36,4,37.53,0.15,1.87
2023-06-06,South,Technology,Copiers,Customer 25,6,764.34,0.2,156.87
2024-02-28,South,Office Supplies,Paper,Customer 116,1,17.03,0.15,-2.79
2023-10-15,South,Office Supplies,Art,Customer 93,12,165.33,0.0,15.24
2023-08-26,East,Office Supplies,Labels,Customer 16,6,37.62,0.2,12.27
2023-03-24,South,Office Supplies,Art,Customer 117,7,100.23,0.3,-11.9
2023-10-30,Central,Office Supplies,Paper,Customer 24,4,42.44,0.3,0.46
2024-03-09,Central,Office Supplies,Paper,Customer 21,5,25.98,0.0,5.09
2024-10-03,South,Office Supplies,Labels,Customer 102,2,27.13,0.3,2.57
2024-12-16,West,Furniture,Chairs,Customer 22,10,825.44,0.15,51.59
2024-02-04,East,Office Supplies,Labels,Customer 49,3,36.47,0.0,4.8
2023-12-25,Central,Office Supplies,Binders,Customer 41,8,137.3,0.0,67.99
2024-11-24,Central,Furniture,Bookcases,Customer 47,1,120.24,0.15,8.24
2023-12-30,West,Technology,Accessories,Customer 67,13,21.67,0.0,5.56
2024-09-24,South,Technology,Accessories,Customer 63,7,886.57,0.2,-119.13
2023-12-21,Central,Furniture,Tables,Customer 120,11,983.23,0.4,-328.01
2023-06-08,South,Office Supplies,Art,Customer 44,12,53.11,0.0,6.14
2023-06-29,East,Office Supplies,Binders,Customer 104,13,140.37,0.15,32.44
2024-06-10,South,Office Supplies,Storage,Customer 9,1,11.65,0.15,3.11
2023-12-10,South,Office Supplies,Labels,Customer 81,6,57.85,0.0,14.18
2024-04-09,East,Technology,Accessories,Customer 58,12,1204.96,0.1,20.46
2024-05-13,West,Office Supplies,Paper,Customer 70,10,72.69,0.15,-7.12
2023-11-14,South,Office Supplies,Paper,Customer 87,10,163.45,0.3,-0.02
2023-06-01,Central,Office Supplies,Paper,Customer 82,13,94.11,0.0,1.97
2024-06-01,East,Technology,Machines,Customer 8,3,454.1,0.1,-18.03
2023-08-14,Central,Office Supplies,Storage,Customer 99,4,77.6,0.0,21.5
2024-02-23,West,Office Supplies,Binders,Customer 22,3,19.64,0.0,2.58
2023-12-31,South,Office Supplies,Labels,Customer 111,11,138.85,0.1,6.3
2024-02-26,South,Office Supplies,Paper,Customer 13,2,24.04,0.4,2.89
2023-12-05,East,Office Supplies,Binders,Customer 68,6,24.58,0.0,2.42
2023-02-27,West,Office Supplies,Paper,Customer 52,3,30.6,0.1,2.67
2023-07-31,Central,Office Supplies,Storage,Customer 86,9,106.1,0.0,-1.14
2024-10-16,East,Office Supplies,Art,Customer 18,9,15.0,0.3,2.24
2024-03-22,West,Technology,Copiers,Customer 104,4,203.47,0.1,75.73
2023-09-08,West,Technology,Copiers,Customer 103,1,173.69,0.1,52.5
2024-08-19,Central,Office Supplies,Binders,Customer 96,5,32.76,0.3,5.36
2023-06-12,East,Furniture,Bookcases,Customer 80,8,699.11,0.2,4.15
2023-10-24,Central,Office Supplies,Art,Customer 20,12,149.35,0.1,-2.16
2024-09-01,West,Office Supplies,Art,Customer 39,4,62.28,0.15,6.85
2023-05-26,Central,Office Supplies,Paper,Customer 24,2,31.57,0.1,3.86
2024-05-17,East,Furniture,Bookcases,Customer 110,12,1113.53,0.0,119.27
2023-12-24,South,Office Supplies,Art,Customer 115,1,7.25,0.15,1.05
2023-09-06,South,Office Supplies,Storage,Customer 50,1,1.67,0.0,0.24
2023-05-01,Central,Technology,Phones,Customer 103,7,850.13,0.0,399.83
2023-10-01,East,Office Supplies,Binders,Customer 2,8,56.07,0.1,21.47
2024-03-05,South,Furniture,Tables,Customer 34,6,502.52,0.0,70.65
2024-09-11,Central,Office Supplies,Paper,Customer 5,6,109.57,0.1,15.39
2024-12-27,South,Office Supplies,Storage,Customer 30,7,103.58,0.15,-6.79
2023-04-10,East,Office Supplies,Paper,Customer 64,1,9.43,0.0,3.49
2024-10-27,Central,Technology,Accessories,Customer 25,2,353.88,0.0,67.32
2023-09-26,West,Technology,Copiers,Customer 78,2,362.89,0.2,10.03
2024-03-22,East,Office Supplies,Labels,Customer 72,4,42.16,0.3,5.69
2023-02-27,East,Office Supplies,Binders,Customer 51,5,73.48,0.1,10.86
2024-04-09,South,Furniture,Bookcases,Customer 89,13,1406.87,0.0,323.46
2023-09-26,South,Office Supplies,Binders,Customer 29,13,242.95,0.4,-66.67
2023-11-16,West,Technology,Accessories,Customer 71,12,1352.19,0.0,196.89
